t,Z_real,Z_imag
1.866866866866866914e+01,9.052243819484357967e-01,4.249338987725885253e-01
1.871871871871871917e+01,8.932959020452158061e-01,4.494690549851282912e-01
1.876876876876876921e+01,8.806708718179467876e-01,4.737286306857730889e-01
1.881881881881881924e+01,8.673539530026852518e-01,4.976917923882366868e-01
1.886886886886886927e+01,8.533504495558763558e-01,5.213377122775445516e-01
1.891891891891891930e+01,8.386663123672901676e-01,5.446455879746487927e-01
1.896896896896896934e+01,8.233081433845227393e-01,5.675946626217780455e-01
1.901901901901901937e+01,8.072831991328460743e-01,5.901642452723119270e-01
1.906906906906906940e+01,7.905993936146481493e-01,6.123337315681299797e-01
1.911911911911911943e+01,7.732653005731296991e-01,6.340826246866786420e-01
1.916916916916916946e+01,7.552901551052656481e-01,6.553905565394300137e-01
1.921921921921921950e+01,7.366838546096404761e-01,6.762373092025328880e-01
1.926926926926926953e+01,7.174569590551879150e-01,6.966028365598883054e-01
1.931931931931931956e+01,6.976206905573916206e-01,7.164672861381935487e-01
1.936936936936936959e+01,6.771869322491598231e-01,7.358110211127391054e-01
1.941941941941941963e+01,6.561682264340397142e-01,7.546146424622349747e-01
1.946946946946946966e+01,6.345777720101870578e-01,7.728590112501678711e-01
1.951951951951951969e+01,6.124294211540382005e-01,7.905252710096810631e-01
1.956956956956956972e+01,5.897376752534498889e-01,8.075948702082353936e-01
1.961961961961961975e+01,5.665176800806067670e-01,8.240495847678629415e-01
1.966966966966966979e+01,5.427852201958963674e-01,8.398715406161184616e-01
1.971971971971971982e+01,5.185567125746440853e-01,8.550432362423423527e-01
1.976976976976976985e+01,4.938491994492872350e-01,8.695475652333793937e-01
1.981981981981981988e+01,4.686803403606756291e-01,8.833678387622005967e-01
1.986986986986986992e+01,4.430684034126253223e-01,8.964878080026449370e-01
1.991991991991991995e+01,4.170322557251722184e-01,9.088916864427656339e-01
1.996996996996996998e+01,3.905913530824047242e-01,9.205641720690939112e-01
2.002002002002002001e+01,3.637657287721490773e-01,9.314904693934701330e-01
2.007007007007007005e+01,3.365759816152770756e-01,9.416563112939415614e-01
2.012012012012012008e+01,3.090432631837354838e-01,9.510479806406973990e-01
2.017017017017017011e+01,2.811892642071933679e-01,9.596523316777890722e-01
2.022022022022022014e+01,2.530362001692471052e-01,9.674568111310750673e-01
2.027027027027027017e+01,2.246067960951699527e-01,9.744494790125667327e-01
2.032032032032032021e+01,1.959242705343491875e-01,9.806190290911058760e-01
2.037037037037037024e+01,1.670123187413701804e-01,9.859548089991908570e-01
2.042042042042042027e+01,1.378950950611244342e-01,9.904468399455285121e-01
2.047047047047047030e+01,1.085971945241540199e-01,9.940858360028489438e-01
2.052052052052052034e+01,7.914363365969581676e-02,9.968632229404091882e-01
2.057057057057057037e+01,4.955983053507855701e-02,9.987711565705801320e-01
2.062062062062062040e+01,1.987158403108092372e-02,9.998025405789363607e-01
2.067067067067067043e+01,-9.894947635711146341e-03,9.999510438072888308e-01
2.072072072072072046e+01,-3.971326913163045896e-02,9.992111169592132747e-01
2.077077077077077050e+01,-6.955657095234263343e-02,9.975780086977417138e-01
2.082082082082082053e+01,-9.939775308258753939e-02,9.950477811050748578e-01
2.087087087087087056e+01,-1.292094493536834199e-01,9.916173244743750059e-01
2.092092092092092059e+01,-1.589640524817514389e-01,9.872843714039937213e-01
2.097097097097097063e+01,-1.886337397688699902e-01,9.820475101647629934e-01
2.102102102102102066e+01,-2.181904994477521786e-01,9.759061973113709598e-01
2.107107107107107069e+01,-2.476061576496025041e-01,9.688607695092211758e-01
2.112112112112112072e+01,-2.768524059734551734e-01,9.609124545486488200e-01
2.117117117117117076e+01,-3.059008296342013988e-01,9.520633815188499494e-01
2.122122122122122079e+01,-3.347229361652691026e-01,9.423165901144376910e-01
2.127127127127127082e+01,-3.632901846507699539e-01,9.316760390481282350e-01
2.132132132132132085e+01,-3.915740154607073031e-01,9.201466135437209592e-01
2.137137137137137444e+01,-4.195458804617253623e-01,9.077341318842184759e-01
2.142142142142142447e+01,-4.471772736747613441e-01,8.944453509906614697e-01
2.147147147147147450e+01,-4.744397623497499383e-01,8.802879710080745435e-01
2.152152152152152453e+01,-5.013050184264202791e-01,8.652706388757719358e-01
2.157157157157157457e+01,-5.277448503492733201e-01,8.494029508600868805e-01
2.162162162162162460e+01,-5.537312352035697050e-01,8.326954540286195527e-01
2.167167167167167463e+01,-5.792363511382202512e-01,8.151596466460299117e-01
2.172172172172172466e+01,-6.042326100404441513e-01,7.968079774724350361e-01
2.177177177177177470e+01,-6.286926904259653170e-01,7.776538439466247343e-01
2.182182182182182473e+01,-6.525895705077496833e-01,7.577115892372973116e-01
2.187187187187187476e+01,-6.758965614051402060e-01,7.369964981468416498e-01
2.192192192192192479e+01,-6.985873404544534759e-01,7.155247918533454987e-01
2.197197197197197482e+01,-7.206359845812817522e-01,6.933136214777311235e-01
2.202202202202202486e+01,-7.420170036937944191e-01,6.703810604643328785e-01
2.207207207207207489e+01,-7.627053740556649641e-01,6.467460957644879382e-01
2.212212212212212492e+01,-7.826765715964117964e-01,6.224286178141931192e-01
2.217217217217217495e+01,-8.019066051163655784e-01,5.974494092981809112e-01
2.222222222222222499e+01,-8.203720493426353011e-01,5.718301326944609242e-01
2.227227227227227502e+01,-8.380500777920801836e-01,5.455933165945935359e-01
2.232232232232232505e+01,-8.549184953964625855e-01,5.187623407968705580e-01
2.237237237237237508e+01,-8.709557708447666080e-01,4.913614201707317553e-01
2.242242242242242511e+01,-8.861410685968770240e-01,4.634155872928583664e-01
2.247247247247247515e+01,-9.004542805227502278e-01,4.349506738565376285e-01
2.252252252252252518e+01,-9.138760571206160366e-01,4.059932908579606536e-01
2.257257257257257521e+01,-9.263878382676010714e-01,3.765708075646344577e-01
2.262262262262262524e+01,-9.379718834559110929e-01,3.467113292728846718e-01
2.267267267267267528e+01,-9.486113014675893185e-01,3.164436738630847512e-01
2.272272272272272531e+01,-9.582900794406939982e-01,2.857973471632450080e-01
2.277277277277277534e+01,-9.669931112798115791e-01,2.548025171331515515e-01
2.282282282282282537e+01,-9.747062253637877038e-01,2.234899868832542769e-01
2.287287287287287540e+01,-9.814162115037150524e-01,1.918911665442032399e-01
2.292292292292292544e+01,-9.871108471043608112e-01,1.600380440048902730e-01
2.297297297297297547e+01,-9.917789224824855587e-01,1.279631545386399061e-01
2.302302302302302550e+01,-9.954102652958196629e-01,9.569954933909556594e-02
2.307307307307307553e+01,-9.979957640368569693e-01,6.328076298915912001e-02
2.312312312312312557e+01,-9.995273905460779762e-01,3.074077988841616635e-02
2.317317317317317560e+01,-9.999982214997885643e-01,-1.886000333998948163e-03
2.322322322322322563e+01,-9.994024588283360044e-01,-3.456479839194906423e-02
2.327327327327327566e+01,-9.977354490211817195e-01,-6.726049186930531387e-02
2.332332332332332570e+01,-9.949937012760684540e-01,-9.993765266880046128e-02
2.337337337337337573e+01,-9.911749044503669337e-01,-1.325605853480059104e-01
2.342342342342342576e+01,-9.862779427735979265e-01,-1.650933663060978607e-01
2.347347347347347579e+01,-9.803029102811461337e-01,-1.974998837830420628e-01
2.352352352352352582e+01,-9.732511239302338302e-01,-2.297438786312633874e-01
2.357357357357357586e+01,-9.651251353603744754e-01,-2.617889858180035834e-01
2.362362362362362589e+01,-9.559287412617911706e-01,-2.935987766146981870e-01
2.367367367367367592e+01,-9.456669923165336167e-01,-3.251368014282621233e-01
2.372372372372372595e+01,-9.343462006784842844e-01,-3.563666332271885895e-01
2.377377377377377599e+01,-9.219739459597985354e-01,-3.872519115140924950e-01
2.382382382382382602e+01,-9.085590796929643442e-01,-4.177563867943537845e-01
2.387387387387387605e+01,-8.941117282392220256e-01,-4.478439654891774868e-01
2.392392392392392608e+01,-8.786432941157448218e-01,-4.774787552398879753e-01
2.397397397397397611e+01,-8.621664557157711073e-01,-5.066251105487225015e-01
2.402402402402402615e+01,-8.446951653976834118e-01,-5.352476787000390868e-01
2.407407407407407618e+01,-8.262446459209362715e-01,-5.633114459044717970e-01
2.412412412412412621e+01,-8.068313852086754778e-01,-5.907817836073231410e-01
2.417417417417417624e+01,-7.864731294189269972e-01,-6.176244949012301699e-01
2.422422422422422628e+01,-7.651888743082899680e-01,-6.438058609820292988e-01
2.427427427427427631e+01,-7.429988548743554633e-01,-6.692926875854811053e-01
2.432432432432432634e+01,-7.199245332650239249e-01,-6.940523513418404011e-01
2.437437437437437637e+01,-6.959885849455224038e-01,-7.180528459838658728e-01
2.442442442442442641e+01,-6.712148831158415430e-01,-7.412628283434878895e-01
2.447447447447447644e+01,-6.456284813741078876e-01,-7.636516640711019654e-01
2.452452452452452647e+01,-6.192555946234551412e-01,-7.851894730111650400e-01
2.457457457457457650e+01,-5.921235782227433075e-01,-8.058471741668483679e-01
2.462462462462462653e+01,-5.642609053838276711e-01,-8.255965301861576400e-01
2.467467467467467657e+01,-5.356971428206216412e-01,-8.444101913014920857e-01
2.472472472472472660e+01,-5.064629246579898103e-01,-8.622617386541486795e-01
2.477477477477477663e+01,-4.765899246109060461e-01,-8.791257269352154013e-01
2.482482482482482666e+01,-4.461108264471648766e-01,-8.949777262740271633e-01
2.487487487487487670e+01,-4.150592927494891615e-01,-9.097943633054086376e-01
2.492492492492492673e+01,-3.834699319958425612e-01,-9.235533613468709380e-01
2.497497497497497676e+01,-3.513782639790151152e-01,-9.362335796173375524e-01
2.502502502502502679e+01,-3.188206835900147529e-01,-9.478150514289144235e-01
2.507507507507507682e+01,-2.858344229918296509e-01,-9.582790212839513710e-01
2.512512512512512686e+01,-2.524575122134843363e-01,-9.676079808098827506e-01
2.517517517517517689e+01,-2.187287381967547295e-01,-9.757857034650874173e-01
2.522522522522522692e+01,-1.846876023308455239e-01,-9.827972779496713107e-01
2.527527527527527695e+01,-1.503742765130493542e-01,-9.886291402559288510e-01
2.532532532532532699e+01,-1.158295577762392808e-01,-9.932691042941791393e-01
2.537537537537537702e+01,-8.109482152672274624e-02,-9.967063910307533137e-01
2.542542542542542705e+01,-4.621197343874325347e-02,-9.989316560760785890e-01
2.547547547547547708e+01,-1.122340005480324844e-02,-9.999370156620914774e-01
2.552552552552552712e+01,2.382808185673860810e-02,-9.997160709496614173e-01
2.557557557557557715e+01,5.889927713212238236e-02,-9.982639306081901864e-01
2.562562562562562718e+01,9.394666517402713857e-02,-9.955772316112292408e-01
2.567567567567567721e+01,1.289264539849407920e-01,-9.916541581937066141e-01
2.572572572572572724e+01,1.637946352101771474e-01,-9.864944589182267354e-01
2.577577577577577728e+01,1.985070401259138584e-01,-9.800994617998975977e-01
2.582582582582582731e+01,2.330193965052524685e-01,-9.724720874412426941e-01
2.587587587587587734e+01,2.672873862929473487e-01,-9.636168601309779147e-01
2.592592592592592737e+01,3.012667040172897770e-01,-9.535399168627177735e-01
2.597597597597597741e+01,3.349131158651338369e-01,-9.422490142321759965e-01
2.602602602602602744e+01,3.681825193442950783e-01,-9.297535331738663311e-01
2.607607607607607747e+01,4.010310034550805813e-01,-9.160644815010628994e-01
2.612612612612612750e+01,4.334149092910538625e-01,-9.011944942154426208e-01
2.617617617617617753e+01,4.652908909872215948e-01,-8.851578315556596355e-01
2.622622622622622757e+01,4.966159769318014838e-01,-8.679703747571528849e-01
2.627627627627627760e+01,5.273476311563797259e-01,-8.496496194983875760e-01
2.632632632632632763e+01,5.574438148174511998e-01,-8.302146670119525673e-01
2.637637637637637766e+01,5.868630476810379193e-01,-8.096862128420637683e-01
2.642642642642642770e+01,6.155644695206018424e-01,-7.880865332333880646e-01
2.647647647647647773e+01,6.435079013372547729e-01,-7.654394691394754702e-01
2.652652652652652776e+01,6.706539063103316156e-01,-7.417704078424084413e-01
2.657657657657657779e+01,6.969638503851385281e-01,-7.171062621789898728e-01
2.662662662662662783e+01,7.223999624040501333e-01,-6.914754473722309891e-01
2.667667667667667786e+01,7.469253936863637922e-01,-6.649078554705685207e-01
2.672672672672672789e+01,7.705042769616849974e-01,-6.374348274010065429e-01
2.677677677677677792e+01,7.931017845612368111e-01,-6.090891226460881658e-01
2.682682682682682795e+01,8.146841857712507906e-01,-5.799048865583339429e-01
2.687687687687687799e+01,8.352189032522856493e-01,-5.499176153298320768e-01
2.692692692692692802e+01,8.546745684285533828e-01,-5.191641186382837114e-01
2.697697697697697805e+01,8.730210757513786612e-01,-4.876824799948278333e-01
2.702702702702702808e+01,8.902296357411585426e-01,-4.555120148230605293e-01
2.707707707707707812e+01,9.062728267129084303e-01,-4.226932263022374903e-01
2.712712712712712815e+01,9.211246450908339156e-01,-3.892677590120781628e-01
2.717717717717717818e+01,9.347605542184921346e-01,-3.552783504199734099e-01
2.722722722722722821e+01,9.471575315717281063e-01,-3.207687802560451051e-01
2.727727727727727824e+01,9.582941142830188053e-01,-2.857838178248104932e-01
2.732732732732732828e+01,9.681504428869475154e-01,-2.503691673066144041e-01
2.737737737737737831e+01,9.767083031981307339e-01,-2.145714111055534168e-01
2.742742742742742834e+01,9.839511662344342380e-01,-1.784379513049192678e-01
2.747747747747747837e+01,9.898642261002833509e-01,-1.420169492943962886e-01
2.752752752752752841e+01,9.944344357466337048e-01,-1.053572636379397076e-01
2.757757757757757844e+01,9.976505405265230220e-01,-6.850838625406650839e-02
2.762762762762762847e+01,9.995031094672692795e-01,-3.152037698473796751e-02
2.767767767767767850e+01,9.999845641829355758e-01,5.556203367801411733e-03
2.772772772772772854e+01,9.990892053532907102e-01,4.267036145300482503e-02
2.777777777777777857e+01,9.968132366982974668e-01,7.977074114651350190e-02
2.782782782782782860e+01,9.931547863801230003e-01,1.168056945968482668e-01
2.787787787787787863e+01,9.881139257677750143e-01,1.537233544514167993e-01
2.792792792792792866e+01,9.816926855027556797e-01,1.904717071651003124e-01
2.797797797797797870e+01,9.738950688075438400e-01,2.269986672920115411e-01
2.802802802802802873e+01,9.647270619822867488e-01,2.632521526579128524e-01
2.807807807807807876e+01,9.541966420388172665e-01,2.991801603078742544e-01
2.812812812812812879e+01,9.423137814249948896e-01,3.347308431210470059e-01
2.817817817817817883e+01,9.290904497963132780e-01,3.698525869820087908e-01
2.822822822822822886e+01,9.145406127959222475e-01,4.044940883954411537e-01
2.827827827827827889e+01,8.986802278084761175e-01,4.386044324287038942e-01
2.832832832832832892e+01,8.815272366575285234e-01,4.721331708648966452e-01
2.837837837837837895e+01,8.631015552208117780e-01,5.050304004467612851e-01
2.842842842842842899e+01,8.434250599422964401e-01,5.372468410901395375e-01
2.847847847847847902e+01,8.225215712246763955e-01,5.687339139440249491e-01
2.852852852852852905e+01,8.004168336907407921e-01,5.994438191728137522e-01
2.857857857857857908e+01,7.771384933070274448e-01,6.293296133350815280e-01
2.862862862862862912e+01,7.527160713681613213e-01,6.583452862321420573e-01
2.867867867867867915e+01,7.271809353453736469e-01,6.864458370987673863e-01
2.872872872872872918e+01,7.005662666078336098e-01,7.135873500078051546e-01
2.877877877877877921e+01,6.729070250307012113e-01,7.397270683598994312e-01
2.882882882882882924e+01,6.442399105089837708e-01,7.648234683293763103e-01
2.887887887887887928e+01,6.146033214017799784e-01,7.888363311371379138e-01
2.892892892892892931e+01,5.840373099366684695e-01,8.117268140217741568e-01
2.897897897897897934e+01,5.525835346095332445e-01,8.334575197803634206e-01
2.902902902902902937e+01,5.202852096205278221e-01,8.539925647510775431e-01
2.907907907907907941e+01,4.871870513921202628e-01,8.732976451106756466e-01
2.912912912912912944e+01,4.533352222210203508e-01,8.913401013607645806e-01
2.917917917917917947e+01,4.187772711206510512e-01,9.080889808783833006e-01
2.922922922922922950e+01,3.835620719167837644e-01,9.235150984076567759e-01
2.927927927927927954e+01,3.477397586639091043e-01,9.375910943712969514e-01
2.932932932932932957e+01,3.113616584556391786e-01,9.502914908825365048e-01
2.937937937937937960e+01,2.744802217073449846e-01,9.615927453405036518e-01
2.942942942942942963e+01,2.371489499949285540e-01,9.714733014943348621e-01
2.947947947947947966e+01,1.994223215383248704e-01,9.799136378642073764e-01
2.952952952952952970e+01,1.613557144239162189e-01,9.868963134102526347e-01
2.957957957957957973e+01,1.230053276647292693e-01,9.924060103435955460e-01
2.962962962962962976e+01,8.442810020227349554e-02,9.964295739771250604e-01
2.967967967967967979e+01,4.568162795879966015e-02,9.989560495172116195e-01
2.972972972972972983e+01,6.824079053463662572e-03,9.999767157014567420e-01
2.977977977977977986e+01,-3.208589269990259896e-02,9.994851151916421816e-01
2.982982982982982989e+01,-7.098923589063718675e-02,9.974770816352942493e-01
2.987987987987987992e+01,-1.098265910782248306e-01,9.939507633138254805e-01
2.992992992992993351e+01,-1.485383816976296734e-01,9.889066432998866452e-01
2.997997997997998354e+01,-1.870649061679429959e-01,9.823475560515121385e-01
3.003003003003003357e+01,-2.253464310661551784e-01,9.742787003756915309e-01
3.008008008008008360e+01,-2.633232852234541621e-01,9.647076486994012878e-01
3.013013013013013364e+01,-3.009359545989906959e-01,9.536443525914648500e-01
3.018018018018018367e+01,-3.381251777819423432e-01,9.411011444844437079e-01
3.023023023023023370e+01,-3.748320419704232465e-01,9.270927355514565482e-01
3.028028028028028373e+01,-4.109980792726218302e-01,9.116362096989213404e-01
3.033033033033033377e+01,-4.465653631733617623e-01,8.947510136422553995e-01
3.038038038038038380e+01,-4.814766050066646708e-01,8.764589430379817747e-01
3.043043043043043383e+01,-5.156752502730704846e-01,8.567841246520654375e-01
3.048048048048048386e+01,-5.491055746387404346e-01,8.357529945508174185e-01
3.053053053053053389e+01,-5.817127794516133710e-01,8.133942723075191505e-01
3.058058058058058393e+01,-6.134430866090476719e-01,7.897389312244675885e-01
3.063063063063063396e+01,-6.442438326099096946e-01,7.648201645773302637e-01
3.068068068068068399e+01,-6.740635616238318528e-01,7.386733478953972920e-01
3.073073073073073402e+01,-7.028521174097831503e-01,7.113359972984527602e-01
3.078078078078078406e+01,-7.305607339159736480e-01,6.828477239181176550e-01
3.083083083083083409e+01,-7.571421243933459388e-01,6.532501844386506828e-01
3.088088088088088412e+01,-7.825505688554572625e-01,6.225870277993272861e-01
3.093093093093093415e+01,-8.067419997183514768e-01,5.909038381077207358e-01
3.098098098098098419e+01,-8.296740854549713440e-01,5.582480738206420101e-01
3.103103103103103422e+01,-8.513063121004423861e-01,5.246690032562855155e-01
3.108108108108108425e+01,-8.716000624458697388e-01,4.902176365088836696e-01
3.113113113113113428e+01,-8.905186927607496861e-01,4.549466538438167174e-01
3.118118118118118431e+01,-9.080276068861855565e-01,4.189103306586589026e-01
3.123123123123123435e+01,-9.240943275439450488e-01,3.821644591024968007e-01
3.128128128128128438e+01,-9.386885647093324847e-01,3.447662664529889676e-01
3.133133133133133441e+01,-9.517822808992398853e-01,3.067743303574149150e-01
3.138138138138138444e+01,-9.633497532302612854e-01,2.682484910511049314e-01
3.143143143143143448e+01,-9.733676321059043790e-01,2.292497606728188253e-01
3.148148148148148451e+01,-9.818149963959652560e-01,1.898402298038819880e-01
3.153153153153153454e+01,-9.886734049758945098e-01,1.500829713637454044e-01
3.158158158158158457e+01,-9.939269444987149926e-01,1.100419420014404764e-01
3.163163163163163460e+01,-9.975622732773243850e-01,6.978188112810332355e-02
3.168168168168168464e+01,-9.995686611604167604e-01,2.936820774190820882e-02
3.173173173173173467e+01,-9.999380252910141653e-01,-1.113308479744365073e-02
3.178178178178178470e+01,-9.986649616426519493e-01,-5.165553588223201903e-02
3.183183183183183473e+01,-9.957467722345432204e-01,-9.213232649015577758e-02
3.188188188188188477e+01,-9.911834879336273163e-01,-1.324963895648816337e-01
3.193193193193193480e+01,-9.849778867582289488e-01,-1.726805217657551295e-01
3.198198198198198483e+01,-9.771355076051145838e-01,-2.126174964044469096e-01
3.203203203203203486e+01,-9.676646593290778586e-01,-2.522401773816765891e-01
3.208208208208208134e+01,-9.565764251116967154e-01,-2.914816339334717066e-01
3.213213213213213493e+01,-9.438846620636486273e-01,-3.302752559926218634e-01
3.218218218218218141e+01,-9.296059960129957611e-01,-3.685548699673986683e-01
3.223223223223223499e+01,-9.137598114398891580e-01,-4.062548547369475016e-01
3.228228228228228147e+01,-8.963682365266633090e-01,-4.433102576594407651e-01
3.233233233233233506e+01,-8.774561233005505612e-01,-4.796569103873819517e-01
3.238238238238238154e+01,-8.570510228551352361e-01,-5.152315442817593238e-01
3.243243243243243512e+01,-8.351831556453225280e-01,-5.499719052154582455e-01
3.248248248248248160e+01,-8.118853768595418741e-01,-5.838168675549206821e-01
3.253253253253253519e+01,-7.871931368819778951e-01,-6.167065471080322991e-01
3.258258258258258167e+01,-7.611444368667157345e-01,-6.485824128257335897e-01
3.263263263263263525e+01,-7.337797794548575059e-01,-6.793873970447057431e-01
3.268268268268268173e+01,-7.051421146750010971e-01,-7.090660040586260759e-01
3.273273273273273531e+01,-6.752767810767212886e-01,-7.375644168061945560e-01
3.278278278278278179e+01,-6.442314421560444426e-01,-7.648306014651500284e-01
3.283283283283283538e+01,-6.120560181412324496e-01,-7.908144097429556929e-01
3.288288288288288186e+01,-5.788026132166282922e-01,-8.154676786566112945e-01
3.293293293293293544e+01,-5.445254382713833330e-01,-8.387443275965316136e-01
3.298298298298298192e+01,-5.092807292694584431e-01,-8.606004524718591231e-01
3.303303303303303551e+01,-4.731266613462090098e-01,-8.809944167379210045e-01
3.308308308308308199e+01,-4.361232587462731125e-01,-8.998869391098702764e-01
3.313313313313313557e+01,-3.983323007260476389e-01,-9.172411777707614178e-01
3.318318318318318205e+01,-3.598172235535346819e-01,-9.330228108863285463e-01
3.323323323323323564e+01,-3.206430187465080794e-01,-9.472001132438311322e-01
3.328328328328328212e+01,-2.808761276990147659e-01,-9.597440288372763861e-01
3.333333333333333570e+01,-2.405843328542393578e-01,-9.706282392270897397e-01
3.338338338338338218e+01,-1.998366455903985983e-01,-9.798292275081292857e-01
3.343343343343343577e+01,-1.587031909939420338e-01,-9.873263377264582807e-01
3.348348348348348225e+01,-1.172550897024481481e-01,-9.931018295919461503e-01
3.353353353353353583e+01,-7.556433700687965882e-02,-9.971409283409796709e-01
3.358358358358358231e+01,-3.370367941022015673e-02,-9.994318696110371381e-01
3.363363363363363590e+01,8.253511153461767433e-03,-9.999659391967506972e-01
3.368368368368368237e+01,5.023336522883230237e-02,-9.987375075653195378e-01
3.373373373373373596e+01,9.216164566134545100e-02,-9.957440590176738215e-01
3.378378378378378244e+01,1.339638791080111080e-01,-9.909862153906754401e-01
3.383383383383383602e+01,1.755654890087909870e-01,-9.844677542048312358e-01
3.388388388388388250e+01,2.168919297843923399e-01,-9.761956211714956089e-01
3.393393393393393609e+01,2.578688220218728899e-01,-9.661799369832989592e-01
3.398398398398398257e+01,2.984220884047353861e-01,-9.544339983216001411e-01
3.403403403403403615e+01,3.384780901402786868e-01,-9.409742730250330034e-01
3.408408408408408263e+01,3.779637636332243700e-01,-9.258203893737748658e-01
3.413413413413413622e+01,4.168067571515896574e-01,-9.089951194548713254e-01
3.418418418418418980e+01,4.549355672278271312e-01,-8.905243565849814136e-01
3.423423423423423628e+01,4.922796745363720583e-01,-8.704370867778805643e-01
3.428428428428428987e+01,5.287696789864942959e-01,-8.487653542555325670e-01
3.433433433433433635e+01,5.643374337683894071e-01,-8.255442210128471903e-01
3.438438438438438993e+01,5.989161780897075404e-01,-8.008117204576976622e-01
3.443443443443443641e+01,6.324406683388760220e-01,-7.746088051597889157e-01
3.448448448448449000e+01,6.648473074126962645e-01,-7.469792887531003789e-01
3.453453453453453648e+01,6.960742719456159966e-01,-7.179697820489248095e-01
3.458458458458459006e+01,7.260616371797851132e-01,-6.876296234280560027e-01
3.463463463463463654e+01,7.547514992167028147e-01,-6.560108035925471537e-01
3.468468468468469013e+01,7.820880943936715513e-01,-6.231678847691651812e-01
3.473473473473473661e+01,8.080179155309806793e-01,-5.891579144685820113e-01
3.478478478478479019e+01,8.324898247993048894e-01,-5.540403339158825879e-01
3.483483483483483667e+01,8.554551629606925722e-01,-5.178768812796096244e-01
3.488488488488489025e+01,8.768678547410636570e-01,-4.807314898379395074e-01
3.493493493493493673e+01,8.966845100969512705e-01,-4.426701812322471619e-01
3.498498498498499032e+01,9.148645211451426063e-01,-4.037609539688911120e-01
3.503503503503503680e+01,9.313701545294991169e-01,-3.640736673417852565e-01
3.508508508508509038e+01,9.461666390062567489e-01,-3.236799209583501313e-01
3.513513513513513686e+01,9.592222480359089420e-01,-2.826529300625366115e-01
3.518518518518519045e+01,9.705083771775933066e-01,-2.410673968584602089e-01
3.523523523523523693e+01,9.799996160898430952e-01,-1.989993780486765673e-01
3.528528528528529051e+01,9.876738149504143971e-01,-1.565261488100138376e-01
3.533533533533533699e+01,9.935121451167244766e-01,-1.137260634400255044e-01
3.538538538538539058e+01,9.974991538581574613e-01,-7.067841291554287364e-02
3.543543543543543706e+01,9.996228130014117585e-01,-2.746327961377780999e-02
3.548548548548549064e+01,9.998745613405588539e-01,1.583861054590976827e-02
3.553553553553553712e+01,9.982493406742670716e-01,5.914603827299921845e-02
3.558558558558559071e+01,9.947456253439641571e-01,1.023774431163705506e-01
3.563563563563563719e+01,9.893654451583234755e-01,1.454510774338655110e-01
3.568568568568569077e+01,9.821144016014738964e-01,1.882851618343276134e-01
3.573573573573573725e+01,9.730016772347181986e-01,2.307980417993735212e-01
3.578578578578579084e+01,9.620400382141556239e-01,2.729083451873649535e-01
3.583583583583583732e+01,9.492458298596960775e-01,3.145351403165898563e-01
3.588588588588589090e+01,9.346389652241232637e-01,3.555980943210748091e-01
3.593593593593593738e+01,9.182429066243752436e-01,3.960176314686240651e-01
3.598598598598599096e+01,9.000846401111617379e-01,4.357150911271727711e-01
3.603603603603603744e+01,8.801946428666058697e-01,4.746128850641627150e-01
3.608608608608609103e+01,8.586068435342074645e-01,5.126346537605753761e-01
3.613613613613613751e+01,8.353585754992958190e-01,5.497054214211347656e-01
3.618618618618619109e+01,8.104905231528169995e-01,5.857517493610010506e-01
3.623623623623623757e+01,7.840466611856867774e-01,6.207018874496651462e-01
3.628628628628629116e+01,7.560741869756034683e-01,6.544859232933740723e-01
3.633633633633633764e+01,7.266234461426729352e-01,6.870359288390572861e-01
3.638638638638639122e+01,6.957478513649586471e-01,7.182861040846073575e-01
3.643643643643643770e+01,6.635037945596671261e-01,7.481729175831768330e-01
3.648648648648649129e+01,6.299505525500249670e-01,7.766352434327959964e-01
3.653653653653653777e+01,5.951501863526312830e-01,8.036144944464530537e-01
3.658658658658659135e+01,5.591674342341671489e-01,8.290547512028251242e-01
3.663663663663663783e+01,5.220695987006569450e-01,8.529028866831996902e-01
3.668668668668669142e+01,4.839264275963543471e-01,8.751086862063650607e-01
3.673673673673673790e+01,4.448099895033870710e-01,8.956249623798996362e-01
3.678678678678679148e+01,4.047945436463419311e-01,9.144076647940729830e-01
3.683683683683683796e+01,3.639564045199393250e-01,9.314159841923039806e-01
3.688688688688689155e+01,3.223738014700325838e-01,9.466124508613649180e-01
3.693693693693693803e+01,2.801267334716444068e-01,9.599630269934912308e-01
3.698698698698699161e+01,2.372968193594087449e-01,9.714371927828933106e-01
3.703703703703703809e+01,1.939671437779493524e-01,9.810080260296673016e-01
3.708708708708709167e+01,1.502220991307886833e-01,9.886522750354340694e-01
3.713713713713713815e+01,1.061472238178662320e-01,9.943504245867046398e-01
3.718718718718719174e+01,6.182903706173292768e-02,9.980867548344777296e-01
3.723723723723723822e+01,1.735487063260932397e-02,9.998493928914121698e-01
3.728728728728729180e+01,-2.718730220810016210e-02,9.996303569813420609e-01
3.733733733733733828e+01,-7.170904021738117029e-02,9.974255929898240280e-01
3.738738738738739187e+01,-1.161216097966147331e-01,9.932350032788024308e-01
3.743743743743743835e+01,-1.603361623900120547e-01,9.870624676432813160e-01
3.748748748748749193e+01,-2.042639133039022836e-01,9.789158563031737925e-01
3.753753753753753841e+01,-2.478163215896658778e-01,9.688070348391196740e-01
